Extraction [ img/samplecalib.png ] effectuee 2026-03-25 21:33:17.715207
Calibration: -1.0900552854193033*x + 932.6392459868115 [Largeur 700]

pixel, longueur d'onde, intensite, r, g, b
0, 932.6392459868115, 31.92646499999996, 34.516666666666666, 30.666666666666668, 31.65
1, 931.5491907013921, 31.945029999999964, 34.53333333333333, 30.683333333333334, 31.683333333333334
2, 930.4591354159729, 31.78834333333329, 34.4, 30.516666666666666, 31.516666666666666
3, 929.3690801305536, 31.537651666666616, 34.31666666666667, 30.2, 31.166666666666668
4, 928.2790248451342, 31.51808499999995, 34.31666666666667, 30.166666666666668, 31.166666666666668
5, 927.188969559715, 31.68545333333329, 34.46666666666667, 30.333333333333332, 31.383333333333333
6, 926.0989142742957, 31.966318333333298, 34.65, 30.666666666666668, 31.65
7, 925.0088589888763, 32.0848733333333, 34.766666666666666, 30.783333333333335, 31.783333333333335
8, 923.9188037034571, 32.123184999999964, 34.81666666666667, 30.816666666666666, 31.816666666666666
9, 922.8287484180378, 32.123184999999964, 34.81666666666667, 30.816666666666666, 31.816666666666666
10, 921.7386931326184, 32.13984999999997, 34.833333333333336, 30.833333333333332, 31.833333333333332
11, 920.6486378471991, 32.056524999999965, 34.75, 30.75, 31.75
12, 919.5585825617799, 31.973199999999963, 34.666666666666664, 30.666666666666668, 31.666666666666668
13, 918.4685272763605, 31.78988499999996, 34.483333333333334, 30.483333333333334, 31.483333333333334
14, 917.3784719909412, 31.973199999999963, 34.666666666666664, 30.666666666666668, 31.666666666666668
15, 916.288416705522, 32.10651999999997, 34.8, 30.8, 31.8
16, 915.1983614201026, 32.123184999999964, 34.81666666666667, 30.816666666666666, 31.816666666666666
17, 914.1083061346833, 32.10651999999997, 34.8, 30.8, 31.8
18, 913.0182508492641, 32.056524999999965, 34.75, 30.75, 31.75
19, 911.9281955638447, 32.03985999999996, 34.733333333333334, 30.733333333333334, 31.733333333333334
20, 910.8381402784254, 32.03985999999996, 34.733333333333334, 30.733333333333334, 31.733333333333334
21, 909.7480849930062, 31.90653999999996, 34.6, 30.6, 31.6
