longueur,spectre 0,spectre 1,spectre 2,spectre 3,spectre 4,spectre 5
675.7454192972824,0.08903603773562199,0.0936029278748738,0.11343647996824088,0.19599945838353633,0.0630587557792257,0.12293755223741466
675.4856917375789,0.07896838524525669,0.1240231817045452,0.14230665261132097,0.20506595491775095,0.0896362738721014,0.15014426126422417
675.2259641778753,0.10765133989992341,0.12358310731149931,0.15611745447148503,0.22072611765950703,0.07035142345139868,0.14849230142926614
674.9662366181718,0.09156545484315136,0.09449000243433821,0.18633427179837944,0.20306041814060033,0.07737482976879355,0.142888959452119
674.7065090584682,0.09818535860251064,0.11138755839710189,0.13460612574639352,0.18892401687371232,0.06599976529729214,0.13398315075309591
674.4467814987647,0.07410585403170374,0.16816052511330065,0.15772981585400114,0.19340860169371954,0.07355151100344379,0.14466316273578278
674.1870539390611,0.09884525915897914,0.09874707244689111,0.17826842383171806,0.23592562753840138,0.08030103078207326,0.16193869392280885
673.9273263793576,0.11557667140288974,0.07746222033177837,0.13566393951032915,0.18852368726541582,0.08415305409953393,0.15490654238925983
673.6675988196541,0.12233713470840235,0.13526510534836678,0.14663621566131357,0.22353369511454546,0.11096778706358017,0.15423919806217828
673.4078712599505,0.09893954275119911,0.11085573904507852,0.187127231256541,0.20354722036982073,0.07361499968326958,0.12998936749445666
673.148143700247,0.09819035194788917,0.1299624261184428,0.14278092733134198,0.19645972442705975,0.07980487404666586,0.16587006262015835
672.8884161405434,0.07823332150864916,0.1285576563070464,0.14045449208422583,0.20481635950642393,0.1070308471857664,0.14904106084119184
672.6286885808399,0.15024831360672083,0.1056338585987089,0.13183362942435653,0.19512716787326814,0.10884891703630958,0.16535008150159983
672.3689610211363,0.08378086626700866,0.10336118425914732,0.12994513488538098,0.1804166062290535,0.10445566011253415,0.14403215713431775
672.1092334614328,0.0747254463238825,0.11635349522760659,0.15538123571088244,0.18200357561400285,0.10596489864609848,0.14638224601296412
671.8495059017293,0.07957020789179058,0.12640196840515622,0.16019496469550884,0.18563390058029375,0.0911471633187089,0.15064743431718605
671.5897783420257,0.08738146333550859,0.12255275784028384,0.16932223493300638,0.1830374661651067,0.12357725251705956,0.14973860182359516
671.3300507823222,0.07405345866243615,0.09252372517783171,0.16630001441488743,0.17751120564091022,0.0940104090952114,0.11600256024600418
671.0703232226186,0.08874548297281705,0.13234980160290538,0.14555382179877746,0.1838584653576262,0.051342593270189536,0.15619404079124946
670.8105956629151,0.08949716015090196,0.112483326363966,0.1328318269970486,0.19618115200633718,0.09230623654272603,0.1644485354068499
670.5508681032115,0.10047907928073194,0.12606599316350042,0.17327812256035285,0.18204437667914214,0.09892380821424453,0.1705978444616901
670.291140543508,0.09364717668696748,0.09459552328409664,0.15503628852303722,0.18192409163199383,0.08439985669125766,0.14414538385016504
670.0314129838046,0.07544016559753702,0.11713005089392214,0.15745448509995266,0.22330318259849202,0.10823582046936649,0.14256987232248516
669.771685424101,0.11163761569826414,0.13835397254625437,0.144567364726224,0.17478911939974892,0.09004722036451447,0.17991791292395357
669.5119578643975,0.10637176900940576,0.1271032182168435,0.15787504834119412,0.185209517612559,0.08228640237947409,0.1510751747371564
669.2522303046939,0.07347456508936236,0.10916762250349114,0.14062630710616877,0.20583410236425476,0.12128175867350356,0.1802686417114927
668.9925027449904,0.0951470910880596,0.13352321199323477,0.14988603179930898,0.2045642770222517,0.07103946742858698,0.15202469540493743
668.7327751852868,0.10544029503023215,0.119407562680666,0.13746322473896266,0.2013234748335646,0.08410595595516905,0.17314243636698273
668.4730476255833,0.11051989993799652,0.11409387423211986,0.12324535426294063,0.1747843278687657,0.09107444520169217,0.1797030615850991
668.2133200658798,0.08733718461676789,0.11663030259544349,0.1081722790607409,0.1984758829948965,0.0788612588592079,0.14442876391873483
667.9535925061762,0.08714530735344113,0.1208753724730863,0.10120927861101894,0.21031967135606458,0.07727596364810885,0.14257168530847505
667.6938649464727,0.11123368814934778,0.11487040694646793,0.13588758126985453,0.21010197002130532,0.08653356235692951,0.19722345990667509
667.4341373867691,0.1070009629279396,0.09478638247800938,0.14346405924097716,0.2104960561001608,0.08805771403107174,0.1630446780115087
667.1744098270656,0.08263588740350941,0.13224777399709398,0.14599481892321625,0.19494972386931836,0.08399067178352938,0.1612220225180417
666.914682267362,0.10423663081943946,0.10425161788642914,0.13726246475556453,0.19127763733788838,0.08329733878079609,0.17672656478650783
666.6549547076585,0.09961021513384212,0.11612196029300124,0.1316636635100367,0.1948594556969332,0.07101596348777202,0.16940789478391516
666.395227147955,0.12286172423498012,0.12981085879408752,0.1351079774352877,0.21368685615104893,0.0627748038523252,0.16393014724622146
666.1354995882514,0.0954757183982103,0.13795877033299678,0.1683655196084282,0.2051505942875634,0.0628086301172708,0.1683021150048013
665.8757720285479,0.08126339658633962,0.11477980363526029,0.14183595981910638,0.18609900211581462,0.04235204372545331,0.1774500134433654
665.6160444688443,0.10512385252430595,0.11380087515092853,0.14244105687284206,0.19662219629470887,0.06279975675136817,0.19508734578266254
665.3563169091408,0.1145103388500799,0.1420688281864914,0.10876056681026264,0.22300305980392662,0.06918505435329031,0.18137019213866729
665.0965893494372,0.10304909082707689,0.13299082363921025,0.1539806995668161,0.1805556789709353,0.05835422708361762,0.14779072065393017
664.8368617897337,0.09294954461846089,0.13060277995604758,0.1414918369509509,0.19671341691793415,0.07717501272589257,0.19499834572966923
664.5771342300302,0.06101547479899998,0.13573476489930067,0.13349619012536026,0.2122062543157357,0.06583935597608266,0.1959483441100306
664.3174066703266,0.09091167186459569,0.13957069545546866,0.1363195867109317,0.20452946790091076,0.07143105595071582,0.18146240694720633
664.0576791106231,0.0820231061100266,0.13217621058439882,0.14511410391804885,0.20356386406410057,0.055732578269505006,0.1715014543714891
663.7979515509195,0.08084031029624932,0.11884874309386555,0.13716501567662986,0.22273918867956388,0.0859614411136111,0.17735710458222273
663.538223991216,0.06196756922907873,0.13749750092486304,0.1646833188955769,0.17885146833186982,0.06740643459521606,0.17693917544267612
663.2784964315124,0.09967759649820022,0.12849142168037592,0.15476045287271092,0.22199597524733042,0.05904282813626194,0.17934343599175506
663.0187688718089,0.08696654237401523,0.13401243130018076,0.11999347110770026,0.2085097080302119,0.07536795655060609,0.18840490188803866
662.7590413121054,0.06853931285964547,0.132719665448974,0.13624758129220918,0.21721522332191226,0.08247602524815333,0.17802482317549917
662.4993137524018,0.10093795756193574,0.14948032631495217,0.14279239065668342,0.20199056051298422,0.06883035107514227,0.17442110477548414
662.2395861926983,0.09226980734934843,0.13275698528247357,0.13290191194185885,0.2011167960006713,0.052214140357280586,0.1504693896231286
661.9798586329947,0.09983415764629043,0.12241930994054247,0.1434456766850561,0.2100707704312214,0.05977985078873919,0.17528370330510695
661.7201310732912,0.09159604969557095,0.15039409928197756,0.14977116461642095,0.19878954619183892,0.0642873064370128,0.19767463695550982
661.4604035135876,0.09591368584766644,0.11198269747018216,0.11401939811973097,0.19363133038130248,0.0805162541383118,0.15404882780562193
661.2006759538841,0.10400634567654005,0.1200752382260757,0.11814613324812416,0.17763418804657657,0.08596789814555503,0.16067860488874416
660.9409483941806,0.11319996929448693,0.1244094254795933,0.13607380128422816,0.19598981932237505,0.08185842214252737,0.18793210696397133
660.681220834477,0.11586213252451003,0.08797359096603143,0.13543741623098784,0.18006847064984646,0.06644155519306928,0.17827383045418796
660.4214932747735,0.0898287731049108,0.13347746178478959,0.12157960461146897,0.182237784521465,0.10237417284628868,0.17393866170522088
660.1617657150699,0.08824657017802226,0.1381328056509299,0.1453919897025157,0.19541961434433483,0.09120720477499696,0.164750637943587
659.9020381553664,0.10464472666182899,0.10632670741925698,0.13240396194359003,0.1927079213933453,0.0955830391432473,0.17553131964401208
659.6423105956628,0.07744767674497798,0.12823908946228574,0.13338801196298403,0.21192137057939392,0.07528065064162802,0.1830776928145224
659.3825830359593,0.09953222059218476,0.12597426520894128,0.1254705774188863,0.2126379222321767,0.10748744112848989,0.1745991353599479
659.1228554762558,0.09655061217303074,0.12584102685200377,0.1292156948687721,0.20191982814539197,0.09772583450893638,0.18192558097578299
658.8631279165522,0.08670993422762246,0.11972773583598843,0.15952720728890887,0.22064903268476785,0.10443708388746456,0.18663428728963796
658.6034003568487,0.09365068928230678,0.12986363985629207,0.1458711425143939,0.19590840847112378,0.09934518266138621,0.16669865763652622
658.3436727971451,0.09689059085421468,0.13521628775164055,0.14297465598492287,0.2352597458898517,0.07852352748730439,0.18101819461583396
658.0839452374416,0.10131968745232686,0.12694946313036665,0.163693893095772,0.21376215415771357,0.11521137566086141,0.17471509160239243
657.824217677738,0.09542556794633818,0.12499058650780427,0.14756128402435134,0.19712945669056642,0.1276894173450438,0.18548062470733465
657.5644901180345,0.09997326426349278,0.1229756427320005,0.15436454581617845,0.21463600409637873,0.10236505061952823,0.19613848798587435
657.304762558331,0.0990009867248373,0.1373040551313505,0.15455102541051755,0.2091521823552818,0.09957221685883444,0.1816684601882664
657.0450349986274,0.09896856994983534,0.1139391555195851,0.1574133407215504,0.223998179118231,0.13356199532251797,0.17666469142351027
656.785307438924,0.09416165081280896,0.1317383586305034,0.15625021535921085,0.20679264209693912,0.12102013329832943,0.19688827898278746
656.5255798792203,0.08343060533259081,0.13955505406609386,0.15229290045511146,0.22335401267883032,0.06594061634232307,0.19965244594297057
656.2658523195169,0.10311972667587241,0.1454100410392172,0.14706852499906564,0.23510198397369095,0.1337916761553524,0.1911987792411809
656.0061247598132,0.10211645721241135,0.12239352950755557,0.15121695966618073,0.2075135911383815,0.11408505861705874,0.16041037822649526
