longitude	latitude	temperature moyenne
-56.2864361103	43.99056	-20.0
-71.4634441808	32.3205	8.88888888889
-64.8118904404	30.495	8.88888888889
-71.9146162918	35.83111	3.33333333333
-79.1499987553	30.51083	7.77777777778
-84.8471563608	47.32583	-5.55555555556
-73.1121355578	38.59111	2.77777777778
-90.8043593242	42.72667	0.555555555556
-58.5195036243	40.63861	-5.55555555556
-66.0977892685	37.59139	-2.22222222222
-74.9736360349	37.1466	7.22222222222
-78.2794600685	46.9258	-2.77777777778
-62.5431299597	40.31611	-10.0
-67.0119385884	42.2667	-7.22222222222
-81.467915409	38.07	1.66666666667
-68.9717117437	40.41222	-7.22222222222
-67.1009448996	42.78028	-7.77777777778
-83.844199068	41.3167	2.22222222222
-91.3652680693	36.0719	10.0
-78.0796143621	34.5584	6.66666666667
-93.9241499331	33.938	13.3333333333
-80.7816965038	33.6656	9.44444444444
-79.8664047551	41.1213	4.44444444444
-62.7218566002	34.60806	4.44444444444
-75.7350489697	29.10972	10.5555555556
-73.9630070153	30.12472	11.1111111111
-57.3631911308	43.62639	-18.8888888889
-64.9040146303	28.82083	10.5555555556
-67.122294038	38.0408	-2.77777777778
-75.1737514814	31.23611	10.0
-72.97859039	30.205	10.0
-58.6131669197	40.77944	-5.55555555556
-93.7317617481	33.8116	12.2222222222
-88.7392129782	41.78722	1.66666666667
-65.5763815862	39.75556	-10.0
-82.2833001716	39.18944	5.55555555556
-73.1780394198	34.7273	6.11111111111
-90.6128517614	44.52278	-1.66666666667
-72.7946117504	33.6361	7.77777777778
-96.5702768637	42.14694	-2.77777777778
-86.2582146118	42.8154	2.22222222222
-76.7549522898	40.8508	2.77777777778
-71.5457069886	43.21194	-5.0
-60.5284488196	40.12028	-6.11111111111
-94.0672708757	40.0681	2.77777777778
-67.9615111349	38.22806	-1.66666666667
-66.7027211905	37.08722	0.0
-65.1973332273	41.34611	-6.11111111111
-78.9122148921	27.53333	15.0
-73.1075103078	34.91667	5.0
-72.3956343556	43.8788	-1.66666666667
-66.9740083652	39.10333	-3.88888888889
-75.5602970294	29.51889	11.6666666667
-96.6418611356	37.6927	6.11111111111
